,songid,song_title,artist_name,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,category
4507,24el7f6h6vsidYqWyIRpI2,Heavy as a Heartbreak (feat. Lanks),Just A Gent,1,0.765,0.885,9,-3.7939999999999996,0.0592,0.0859,0.000181,0.0738,0.195,150.093,4,Electronic/Dance
4508,3Hepksq7EjajtMS3VA9qIN,STREET,NGHTMRE,2,0.444,0.968,1,-4.112,0.0582,0.007109999999999999,0.77,0.162,0.214,149.999,4,Electronic/Dance
4509,1lex6X6XpvjbqFqwsg43tU,Who We Are,MAGNÜS,45,0.626,0.971,9,-2.4819999999999998,0.0779,0.0155,0.209,0.318,0.40399999999999997,128.049,4,Electronic/Dance
4510,2WWfjbHALIb3e7FMcj9mr4,Line Of Sight (feat. WYNNE & Mansionair),ODESZA,70,0.5579999999999999,0.733,8,-6.65,0.0693,0.0334,0.00193,0.193,0.177,89.992,4,Electronic/Dance
4511,7c1Wht55b4decOh541Bme3,Seventeen,Jupe,30,0.56,0.963,1,-2.4219999999999997,0.0998,0.012,0.8370000000000001,0.302,0.368,146.08700000000002,4,Electronic/Dance
4512,2xcqbvJ3Sm2f07n0MBP6cf,Traffic - Tiësto Edit,twoloud,43,0.581,0.9640000000000001,6,-3.96,0.0483,0.00159,0.9159999999999999,0.0432,0.494,128.005,4,Electronic/Dance
4513,6RlGkqMQOFNxWHdLdMmmng,Fire in Your New Shoes (feat. Martina) - Sultan & Ned Shepard Electric Daisy Remix,Tiësto,46,0.57,0.825,2,-6.279,0.0664,0.0047799999999999995,0.684,0.225,0.0687,128.013,4,Electronic/Dance
4514,3GcUj8auLXiSbZ77nnbI8w,The Drugs - Original Mix,Lupe Fuentes,27,0.684,0.907,5,-6.459,0.0344,8.1e-05,0.517,0.15,0.782,124.008,4,Electronic/Dance
4515,0ze0oWr0DVCCKupIX0RKE4,Bap U - Not Sorry Remix,Party Favor,49,0.608,0.9440000000000001,11,-2.739,0.187,0.0733,0.000782,0.267,0.158,173.981,4,Electronic/Dance
4516,5ruC149BD4TXLtj1vXxTEt,Roomers,Juliet Fox,29,0.9309999999999999,0.488,11,-9.173,0.2,0.0103,0.652,0.107,0.5529999999999999,125.006,4,Electronic/Dance
4517,4t1dkVSUytQdV6VstXWPmN,California Dreaming (feat. Paul Rey),Arman Cekin,61,0.7140000000000001,0.747,0,-6.505,0.0393,0.5329999999999999,0.00893,0.125,0.1,100.04299999999999,4,Electronic/Dance
4518,4ADsYu1V5CpFLXNve7iK4Z,You Were Right,RÜFÜS DU SOL,62,0.708,0.7929999999999999,5,-5.426,0.0341,0.0138,0.00227,0.11800000000000001,0.725,122.014,4,Electronic/Dance
4519,2mHFFFMX87sjIislelhuKd,Back To The Oldskool,Tiësto,57,0.713,0.9540000000000001,1,-3.384,0.125,0.00417,0.0205,0.0908,0.157,128.19899999999998,4,Electronic/Dance
4520,4sXeFq0gdQtK0Ze2bIAnU6,Strike As A Die Hard (Q-Base Anthem 2017),Noisecontrollers,56,0.575,0.973,5,-4.263,0.195,0.0117,3.4e-05,0.363,0.272,150.148,4,Electronic/Dance
4521,3BBHRu7z6JetC5R8Ow3E4U,Need You - Radio Mix,Sons Of Maria,55,0.752,0.809,4,-5.374,0.0291,0.009170000000000001,0.36700000000000005,0.244,0.6509999999999999,119.008,4,Electronic/Dance
4522,5SECKG9oddYWKnRt0tAyh6,Revolt,Harry Romero,44,0.628,0.977,1,-5.8629999999999995,0.0376,0.000269,0.953,0.0711,0.765,124.99600000000001,4,Electronic/Dance
4523,135TYaJ0WsivC2Zk7MEX4Y,Project T - Martin Garrix Remix,Dimitri Vegas & Like Mike,52,0.561,0.725,9,-7.212000000000001,0.042,0.00358,0.857,0.0872,0.11699999999999999,127.993,4,Electronic/Dance
4524,3dbIcvveDU2NdfDa4TNHOh,Ecuador,Sash!,55,0.535,0.988,3,-2.708,0.0458,0.0027300000000000002,0.598,0.0944,0.154,130.007,4,Electronic/Dance
4525,0OpyjEPJ134WGN7kRmL9w8,Area 51 (feat. F3tch),PhaseOne,26,0.634,0.934,0,-3.572,0.185,0.0034,0.00894,0.37,0.5489999999999999,77.506,4,Electronic/Dance
4526,2vIlgaERMLTF3UZcEyuOPg,We Dont Need No Sleep,Croatia Squad,49,0.82,0.9009999999999999,1,-3.9139999999999997,0.152,0.154,8.4e-05,0.958,0.932,122.001,4,Electronic/Dance
4527,6x8GboXAADRPbDy7FMyzCZ,Sniper,KELTEK,46,0.377,0.86,6,-8.229,0.0805,0.0325,0.0165,0.52,0.451,75.124,4,Electronic/Dance
4528,2uhEDtJehPw10UMJcQUS5Q,Magnetic Dog,Alan Fitzpatrick,1,0.7170000000000001,0.626,1,-8.307,0.0593,4e-06,0.945,0.10300000000000001,0.332,128.032,4,Electronic/Dance
4529,3XPKBb7bTzm5uycSe5ANyq,Like It Or Not - Love Thy Brother Remix,Bob Moses,52,0.792,0.836,2,-6.018,0.0541,0.00299,0.423,0.11,0.0333,95.007,4,Electronic/Dance
4530,2Fc7p63s5FGJOF9HWMjLKf,6AM - Original Mix,Juliet Fox,42,0.802,0.755,11,-6.938,0.0684,0.00053,0.591,0.18100000000000002,0.28,123.995,4,Electronic/Dance
4531,7viD5dkEm7eaeGuvi4ZWBv,Delirio,Hraach,45,0.809,0.706,7,-9.339,0.0484,0.0297,0.903,0.0635,0.765,120.008,4,Electronic/Dance
4532,4SBTi6hhwTzD5IlK9gnF8t,Miracles (feat. Kelli Leigh),Cages,36,0.524,0.8390000000000001,0,-4.784,0.183,0.11900000000000001,0.0,0.196,0.48700000000000004,117.22,1,Electronic/Dance
4533,1thL5nHR1z1tDfkyVsepnY,Live Like Tonight - Original Mix,Derx,58,0.748,0.649,3,-7.62,0.0581,0.0578,0.0,0.0632,0.517,126.005,4,Electronic/Dance
4534,5xL84TYVoMCJZc3ZIv50x4,Tunnel Vision - Don Diablo Edit,Zonderling,59,0.763,0.9129999999999999,5,-4.1,0.11199999999999999,0.23399999999999999,0.45299999999999996,0.11,0.364,125.999,4,Electronic/Dance
4535,5H51nvjSGaB5R9vRIxKmvE,Lights,Gvonni,52,0.792,0.467,5,-10.902000000000001,0.0385,0.361,0.8059999999999999,0.111,0.281,118.986,4,Electronic/Dance
4536,3xhjZLZkVnxVvpzOeIl9LO,Adrian - Shadient Remix,Various Artists,32,0.653,0.757,2,-4.945,0.0625,0.0034100000000000003,0.0311,0.161,0.23600000000000002,127.96799999999999,4,Electronic/Dance
4537,05Ym3yZAqBuo7HnF4PkuBP,Dynamik,Various Artists,38,0.626,0.8079999999999999,1,-7.587999999999999,0.0424,5.1e-05,0.731,0.813,0.0381,126.00399999999999,3,Electronic/Dance
4538,3rIkPAyNXikxH3qsl0QLhi,Let em Know (feat. Armanni Reign),Datsik,40,0.583,0.977,1,-2.778,0.0897,0.00143,0.0124,0.207,0.182,150.007,4,Electronic/Dance
4539,6L5X383KFSUMJDenXg4khV,Nana,Various Artists,38,0.7959999999999999,0.5720000000000001,2,-10.587,0.0614,0.21600000000000003,0.91,0.0782,0.669,124.00299999999999,4,Electronic/Dance
4540,7bhsQer7TTsRxzxDJPRTYM,Higher State,TJR,52,0.5379999999999999,0.9259999999999999,11,-6.324,0.0512,0.0122,0.00398,0.461,0.133,125.98899999999999,4,Electronic/Dance
4541,4Vm2CuGPR24AHqrBOAkGdf,Would You Ever - 4B Remix,Skrillex,55,0.63,0.799,0,-3.509,0.0695,0.00221,0.0465,0.0697,0.109,134.063,4,Electronic/Dance
4542,7Ibg5lbwJ43cPbtDOgaUh6,I Dont Wanna,Jane XØ,52,0.594,0.6509999999999999,8,-5.252999999999999,0.0361,0.36700000000000005,1.4000000000000001e-05,0.0949,0.593,181.905,4,Electronic/Dance
4543,5KNJ2qBD92lNfdcdcHmzEY,Session,Linkin Park,58,0.562,0.9359999999999999,10,-7.8,0.0617,0.0336,0.727,0.537,0.25,98.039,4,Electronic/Dance
4544,0gcPFlSLjkVqz84RcDhyJk,HOT DRUM,JOYRYDE,57,0.625,0.981,7,-3.799,0.0597,0.0009,0.32899999999999996,0.35700000000000004,0.158,125.008,4,Electronic/Dance
4545,1FyFXdgQYA5URAvkGhB7nj,Hologram,Bedouin,36,0.779,0.544,2,-10.935,0.0463,0.000148,0.884,0.11599999999999999,0.162,118.0,4,Electronic/Dance
4546,1RUwSx1DY7Xht9XgfGMUTU,Lobby (feat. QUIX & Chaz French),UZ,29,0.679,0.9129999999999999,0,-6.0360000000000005,0.10099999999999999,0.102,0.0031899999999999997,0.33899999999999997,0.736,170.054,4,Electronic/Dance
4547,3YkjCkzzGi1nOAS4jubpzR,Two Three One - Radio Edit,Danny Howard,49,0.925,0.937,11,-5.879,0.174,0.00491,0.633,0.08,0.6659999999999999,124.01299999999999,4,Electronic/Dance
4548,4eFRu5DAcatoDSPFAD1p8f,Pelican - Edit,David Guetta,44,0.419,0.604,0,-6.775,0.0344,0.0052,0.929,0.106,0.0516,123.001,3,Electronic/Dance
4549,5qd4NIeakuzbmnqIwpmFPR,Last Day . . .,Shallou,57,0.428,0.36200000000000004,1,-11.614,0.179,0.812,0.9229999999999999,0.107,0.0732,190.025,4,Electronic/Dance
4550,11Pxt80woPRuylpWLUuWof,Ask Around,Croatia Squad,43,0.8690000000000001,0.82,2,-5.553999999999999,0.0894,0.23,0.0369,0.336,0.612,124.001,4,Electronic/Dance
4551,43FJWTHA5hPwWFfMXEjPwI,ID2 - Radio Edit,Dimitri Vangelis & Wyman,50,0.5770000000000001,0.905,9,-5.382000000000001,0.0355,0.000741,0.00257,0.446,0.231,127.98200000000001,4,Electronic/Dance
4552,2EySQ8dFJc7fbmCC1wHh3X,Cut Me Loose - Seeb Remix,Kiesza,41,0.541,0.595,0,-4.659,0.0366,0.0583,0.0,0.15,0.0886,115.994,4,Electronic/Dance
4553,5HbLrN4UEWaPzpZ8ljqdBS,Feel the Music,Madison Mars,59,0.557,0.866,8,-1.5530000000000002,0.142,0.132,0.025,0.214,0.24,125.74799999999999,4,Electronic/Dance
4554,50R4wCrSptKNQg7SS5QYNc,Thunder & Lightning (feat. Gent & Jawns),Major Lazer,33,0.542,0.961,6,-1.3519999999999999,0.124,0.0354,0.0015300000000000001,0.177,0.431,159.915,4,Electronic/Dance
4555,7IT6SQmxF22bZeik4wZFjO,Idyllic,Kevin Saunderson,15,0.675,0.7340000000000001,11,-7.524,0.0454,0.000331,0.895,0.084,0.391,127.008,4,Electronic/Dance
4556,0iLujPIVa1x9taQj1BU9NW,Secrets,Mija,42,0.317,0.752,0,-3.3989999999999996,0.0442,0.0176,0.541,0.37,0.345,170.09099999999998,4,Electronic/Dance
4557,2Qkb9WNpWE9uJuP1srUmpm,How Does it Feel,DLMT,57,0.851,0.7040000000000001,7,-4.489,0.0488,0.155,8.7e-05,0.08800000000000001,0.40299999999999997,125.995,4,Electronic/Dance
4558,3vPPqPETb0Qnr358vHKKWw,Square Miso - Edit,Dusky,51,0.621,0.972,5,-5.319,0.0419,0.00953,0.835,0.172,0.6409999999999999,125.021,4,Electronic/Dance
4559,4cgSHdmtiIjcWMtEernSX9,Colima,Stanton Warriors,36,0.769,0.968,6,-3.8939999999999997,0.0505,0.0312,0.772,0.0775,0.255,128.032,4,Electronic/Dance
4560,2S4MJ7mQM725upW6egRBwo,G Shit,Joker,45,0.7070000000000001,0.741,1,-3.923,0.0689,0.000149,0.6679999999999999,0.654,0.401,139.934,4,Electronic/Dance
4561,0cX5GAhqkM8kcM4vuRTeji,Leonardo,Oceanvs Orientalis,46,0.71,0.573,2,-10.889000000000001,0.0498,0.0127,0.7879999999999999,0.0871,0.282,99.995,4,Electronic/Dance
4562,7JXbmSOUfiowv9jWyExIdB,Read My Lips,Daniel Portman,30,0.746,0.909,2,-5.472,0.0534,0.0203,0.807,0.363,0.0377,123.994,4,Electronic/Dance
4563,2ctLNgkXfAsPNE8QXEHhp2,Strobe - Lane 8 Remix,deadmau5,51,0.653,0.67,7,-11.797,0.0532,0.13,0.8290000000000001,0.102,0.469,123.954,4,Electronic/Dance
4564,7MM5eeQwUuQT9DbBoxk1Xd,Black Sheep,Black Coffee,17,0.732,0.7929999999999999,1,-9.831,0.0447,0.00043200000000000004,0.897,0.405,0.0377,122.007,4,Electronic/Dance
4565,6dd5Z6ndIrQYDNcap0yTFD,Arguru,deadmau5,45,0.767,0.7170000000000001,4,-6.8260000000000005,0.0663,0.0479,0.838,0.0793,0.107,127.984,4,Electronic/Dance
4566,1BczdgS6s8ofRNMZPtbMF1,I Dont Think So,Ben Phipps,66,0.833,0.47700000000000004,3,-9.488999999999999,0.04,0.6890000000000001,0.000927,0.095,0.135,109.98899999999999,1,Electronic/Dance
4567,5eiqhLGMNgnYfAahki4u0k,Movin - Joris Voorn Rejected Rave Dub,Various Artists,38,0.722,0.536,1,-9.615,0.0525,7.4e-05,0.5670000000000001,0.449,0.5920000000000001,127.001,4,Electronic/Dance
4568,5594YfxgYGu6ahYLU4ujga,Waiting for the Summer (Club Mix),Deepend,55,0.69,0.861,11,-4.522,0.0489,0.0135,3e-06,0.22,0.192,125.935,4,Electronic/Dance
4569,6bBlevNoqRoT0VhNsSCnDD,Love Me Not (feat. Shaylen),Niko The Kid,42,0.7340000000000001,0.917,2,-4.739,0.0794,0.00409,0.0862,0.0884,0.7909999999999999,126.046,4,Electronic/Dance
4570,5YzaostcCu9Sgp5T7bFuX3,Juvenile,The Blaze,66,0.63,0.5539999999999999,9,-9.675,0.0256,0.0039299999999999995,0.8290000000000001,0.145,0.135,127.01299999999999,4,Electronic/Dance
4571,4ra5I5gfUTB5cckAOqqLGE,Phara Oh,Dole,8,0.875,0.617,1,-9.073,0.0517,0.0173,0.862,0.0707,0.0849,119.999,4,Electronic/Dance
4572,5QjJgPU8AJeickx34f7on6,Levels - Radio Edit,Avicii,66,0.605,0.873,1,-5.938,0.0344,0.0534,0.8370000000000001,0.314,0.47,126.02600000000001,4,Electronic/Dance
4573,06F8hp1fOZBMzkkXEE0svn,Uyankenteza (Enoo Napa Vocal Remix),Black Coffee,19,0.669,0.7979999999999999,2,-9.885,0.0459,0.00031600000000000004,0.0991,0.0562,0.502,121.98299999999999,4,Electronic/Dance
4574,7t7SLzJtQzD8wdJqwYD3XM,Meridian,ODESZA,66,0.517,0.66,5,-6.175,0.0315,3.4e-05,0.252,0.5710000000000001,0.075,90.007,4,Electronic/Dance
4575,34IuscyAzI857oEJDoa3Qs,Elounda,Brierley,53,0.55,0.737,2,-4.356,0.0308,0.191,0.285,0.20199999999999999,0.38299999999999995,94.95299999999999,4,Electronic/Dance
4576,4c2hBBlFGyZfgjS6UUSvhH,Manawa,Kamandi,55,0.79,0.624,6,-8.623,0.215,0.0189,0.851,0.0965,0.41700000000000004,117.059,4,Electronic/Dance
4577,63COp4540jhq0DdLsECMk8,Atsha Pha (Ticck DHA Club Mix),Black Coffee,17,0.792,0.8340000000000001,6,-9.34,0.0524,0.00031099999999999997,0.8640000000000001,0.125,0.313,121.98899999999999,4,Electronic/Dance
4578,5Nu5Uyoauauy9LFePYL1Z3,Late Night,ODESZA,69,0.612,0.628,2,-6.754,0.0752,0.0358,0.00898,0.193,0.436,125.04299999999999,4,Electronic/Dance
4579,5o04dkaIX0dkryvBXngHaS,Hit The Road Jack,Throttle,67,0.768,0.8859999999999999,11,-2.738,0.152,0.107,0.00022200000000000003,0.121,0.583,123.052,4,Electronic/Dance
4580,28V9DuzYV8yAjdGfmW9PGF,Cant Get Enough - Pegboard Nerds Remix,Tommie Sunshine,52,0.619,0.9490000000000001,6,-4.64,0.0658,0.00499,0.00041799999999999997,0.179,0.257,149.935,4,Electronic/Dance
4581,4FcsVQkYHBSsKv5GwKXBL3,Guerilla,Tiësto,50,0.614,0.937,10,-4.768,0.0404,0.000429,0.865,0.125,0.0357,129.984,4,Electronic/Dance
4582,5Gk0ZZ9b887U85L69rz6tu,Get Some,Ghosted,62,0.525,0.519,0,-7.568,0.35200000000000004,0.10099999999999999,0.0,0.195,0.507,122.74799999999999,5,Electronic/Dance
4583,7cuRgdYlesmnGmVaZwhkda,Rave After Rave - Radio Edit,W&W,61,0.639,0.907,6,-3.214,0.0837,0.00419,0.00535,0.366,0.45299999999999996,128.055,4,Electronic/Dance
4584,6oheWhUHTYSegLGV9x3BMd,Dragon - Radio Edit,Martin Garrix,60,0.513,0.917,7,-4.048,0.0628,0.00543,0.816,0.0592,0.14800000000000002,128.024,4,Electronic/Dance
4585,2XAExGS7uvzh3dqUkqb6dV,Rise Of The Machines,Scale,47,0.46299999999999997,0.973,5,-4.063,0.107,0.0019,0.0516,0.353,0.125,150.13299999999998,4,Electronic/Dance
4587,1CuxhgEb5VE1R0Pmcdphze,Get Down,Hardwell,48,0.5489999999999999,0.978,1,-2.3209999999999997,0.263,0.00426,0.0035399999999999997,0.375,0.17600000000000002,127.95100000000001,4,Electronic/Dance
4588,2WxwYty4vdFs1cX2fH2OHi,Edge,Falko Niestolik,49,0.629,0.8029999999999999,6,-3.685,0.0296,0.0052899999999999996,0.0345,0.33399999999999996,0.619,125.98,4,Electronic/Dance
4589,46QjMu6JRrNz4yNtZtqGD3,Flashwind - Radio Edit,Ben Remember,42,0.9840000000000001,0.941,9,-4.56,0.0805,0.00121,0.0539,0.026000000000000002,0.331,122.00299999999999,4,Electronic/Dance
4590,0KxuPS6MrXG6bDoExnIWeP,All Aboard - Dimitri Vegas & Like Mike Edit,Bassjackers,63,0.645,0.946,6,-4.766,0.10400000000000001,0.00141,0.254,0.313,0.34299999999999997,130.07399999999998,4,Electronic/Dance
4591,0cuM5VdHUgIViD8fHIZZVo,Tribalist,iLL BLU,54,0.748,0.778,6,-8.941,0.0945,0.0066,0.8640000000000001,0.0697,0.345,122.007,4,Electronic/Dance
4592,0emkFigRCrQnsaOOnhtoFY,Concrete Angel (Radio Edit) (feat. Christina Novelli),Gareth Emery,51,0.631,0.893,7,-5.122999999999999,0.0411,0.0107,0.00632,0.147,0.5579999999999999,130.015,4,Electronic/Dance
4593,5e0IMngnNkVAfaf3GAzrqg,Emojis,Daniel Liebt,58,0.473,0.812,0,-6.126,0.0365,0.222,0.5870000000000001,0.11,0.20199999999999999,180.52,4,Electronic/Dance
4594,75UTBPkYyjIZhwCblCj9K7,Daddy (feat. Sirah),Various Artists,41,0.857,0.78,1,-5.05,0.0903,0.00044699999999999997,0.433,0.0875,0.327,124.021,4,Electronic/Dance
4595,0lbpbUJKVjIzU7ueIlkdI2,Jaded,Dave Seaman,41,0.469,0.648,6,-11.333,0.0475,0.0198,0.895,0.0423,0.43200000000000005,130.007,3,Electronic/Dance
4596,4aIo6IZm5vOPk3siJ8lg3Y,The One,Brookes Brothers,8,0.373,0.608,0,-10.892999999999999,0.0556,0.00213,0.000101,0.252,0.21899999999999997,174.92,4,Electronic/Dance
4597,7bnqNC0CBeaD09RGUG3FBm,Milky Way,Madison Mars,64,0.623,0.975,3,-2.6319999999999997,0.109,0.00732,0.16,0.0614,0.247,125.94,4,Electronic/Dance
4598,2X4e6NJt9YJy7C93JNnTqO,Unforgettable - Slushii Remix,French Montana,65,0.442,0.94,8,-3.6,0.0746,0.0155,2.1e-05,0.0884,0.257,187.918,4,Electronic/Dance
4599,4ynrxl6ZzqHFu1qGU2TkiS,Follow The Light,Brennan Heart,48,0.515,0.8240000000000001,5,-3.611,0.0504,0.0251,0.000241,0.171,0.156,149.965,4,Electronic/Dance
4600,6WQPuzjUesHkcJtFmXjAop,Adaptive Radiation,BlackGummy,39,0.698,0.884,7,-7.396,0.0769,0.013000000000000001,0.35100000000000003,0.174,0.038,126.038,4,Electronic/Dance
4601,7whXZh9CA7tq9mU82GIq2x,Parking Lots (Ak Remix),Mapps,38,0.667,0.564,9,-8.533,0.0507,0.10099999999999999,0.005370000000000001,0.16399999999999998,0.0426,91.084,4,Electronic/Dance
4602,4pWawf1Rq4qHDv4Ktqjg2D,Beautiful Creatures (feat. MAX),Illenium,68,0.589,0.826,0,-4.577,0.0776,0.0663,0.000735,0.36700000000000005,0.21899999999999997,117.09899999999999,4,Electronic/Dance
4603,4hJSs2ZcBvpgR7au6EdkNo,Tired - Bruno Martini Remix,Alan Walker,52,0.61,0.7829999999999999,2,-5.145,0.0445,0.0458,0.00038199999999999996,0.0838,0.5489999999999999,125.963,4,Electronic/Dance
4604,6aWiGv6hPG0o3ri7QHNs8t,Find Me,Marshmello,69,0.557,0.889,0,-4.045,0.0499,0.00011999999999999999,0.000225,0.325,0.18600000000000003,142.015,4,Electronic/Dance
4605,1tNxprI7wf87blRuXUyEvC,Grey,Kölsch,63,0.833,0.5820000000000001,11,-6.987,0.0659,0.053,0.0577,0.10800000000000001,0.22399999999999998,125.02600000000001,4,Electronic/Dance
4606,4tgcc9uBFn13yA7SSE3uym,Monday Morning,Black Coffee,26,0.725,0.888,7,-8.781,0.0436,0.00162,0.88,0.106,0.161,121.912,4,Electronic/Dance
4607,0Nfza87th5ATqSdli6cNR8,Neiloj,Purple Haze,27,0.741,0.932,6,-3.266,0.0821,0.0407,0.779,0.11800000000000001,0.0652,125.009,4,Electronic/Dance
4608,2kTOmPQ34jj0EmtwxX5rfe,Be,DUAL CHANNELS,34,0.884,0.541,6,-6.801,0.10800000000000001,0.0613,0.447,0.141,0.273,122.965,4,Electronic/Dance
4609,1yCEruGSD6fcrICYe63r8O,Devil Dance - Original Mix,Ida Engberg,40,0.77,0.7659999999999999,6,-8.78,0.107,0.00441,0.885,0.105,0.124,125.005,4,Electronic/Dance
4610,4nYqkWpr1PeBbhIEDuM8gG,On My Mind - Radio Edit,Don Diablo,67,0.578,0.941,5,-2.452,0.0835,0.00547,0.812,0.41200000000000003,0.26899999999999996,125.986,4,Electronic/Dance
4611,3IkFOsHO0kcGEiafewYOUV,Info,The Golden Boy,46,0.8029999999999999,0.96,10,-5.775,0.0555,0.0006129999999999999,0.91,0.0798,0.5920000000000001,124.006,4,Electronic/Dance
4612,4XmrZ5WTXAatzkgad3Cxda,Watch Out (feat. Ragga Twins),Dirtyphonics,55,0.536,0.983,5,-1.8969999999999998,0.184,0.0017699999999999999,0.00451,0.33799999999999997,0.66,180.023,4,Electronic/Dance
4613,34sgqIH2p9iSHpkk8wyFM3,Heaven,Wasted Penguinz,52,0.47200000000000003,0.81,5,-2.988,0.0369,0.0273,5e-06,0.364,0.255,150.02,4,Electronic/Dance
4614,0svCMIsOSu6nBe3x58lr65,Ba Da Da Ding,Eva Shaw,9,0.855,0.858,0,-6.311,0.0541,0.063,0.0,0.105,0.613,106.992,4,Electronic/Dance
4615,72ZxxtVWKGiICLhyL2Fcix,Speechless,Candyland,47,0.682,0.8240000000000001,1,-5.832000000000001,0.0329,0.005679999999999999,5e-06,0.0679,0.39799999999999996,123.023,4,Electronic/Dance
4616,4ywzpncx1NBWVt47L4VxLj,Here with You - Mastrovita X Mordkey Remix,Lost Frequencies,40,0.621,0.953,1,-4.309,0.0566,0.0669,0.00105,0.0972,0.0317,128.013,4,Electronic/Dance
4617,4VSDHncHqb5DjWdVAGF9Nq,Monster,Datsik,65,0.728,0.914,0,-1.413,0.31,0.156,6.9e-05,0.15,0.5379999999999999,74.969,4,Electronic/Dance
4618,2mJfa0mEGTCGRWRO4dqH4A,Reign (Another Dimension) - Radio Edit,Matisse & Sadko,50,0.504,0.892,0,-3.3739999999999997,0.0811,0.0308,2e-06,0.382,0.41600000000000004,126.094,3,Electronic/Dance
4619,3wGEwxnWKhHMA3C9fkAhHs,Scream,Tiësto,60,0.657,0.8859999999999999,7,-4.107,0.0861,0.0017399999999999998,0.0863,0.2,0.0596,130.016,4,Electronic/Dance
4620,3RIbGpHLxQ2Rkqa69ZxrCD,Belly of the Beast,Rinzen,0,0.865,0.612,5,-9.24,0.0559,0.0102,0.843,0.134,0.435,117.98299999999999,4,Electronic/Dance
4621,5qlvd5G2nEj8fI9CQknsif,Paralyzed (Radio Edit),Dani Deahl,1,0.6809999999999999,0.831,0,-8.06,0.0995,0.004079999999999999,0.00175,0.11800000000000001,0.514,127.00200000000001,4,Electronic/Dance
4622,4eboHHHR37jwJHbIM69hqu,I Want You (Forever) - Josh Butler Remix,Carl Cox,48,0.804,0.82,9,-9.231,0.0685,0.000149,0.574,0.23800000000000002,0.215,126.01700000000001,4,Electronic/Dance
4623,6s24n2gAntafBSKRHEhEnJ,After Midnight,KLYMVX,68,0.745,0.746,9,-6.274,0.04,0.222,2.8999999999999997e-05,0.0496,0.524,100.00200000000001,4,Electronic/Dance
4624,1Ic5qdLFRiSoM5MrZ55Gj0,Raptor - Quintino Edit,Robert Falcon,40,0.649,0.943,5,-5.414,0.0832,0.008440000000000001,0.0097,0.177,0.301,127.979,4,Electronic/Dance
4625,5qvGIVwLPiqAyJuohXwvSM,Blaze It Up,LOOPERS,51,0.696,0.938,7,-4.011,0.0943,0.0021100000000000003,0.231,0.0812,0.42700000000000005,128.048,4,Electronic/Dance
4626,0q7oMII7kWTj1ZSX6GT6LU,Crawl Outta Love,Illenium,68,0.376,0.723,7,-2.951,0.046,0.17800000000000002,0.0,0.0815,0.177,84.146,4,Electronic/Dance
4627,3dwEwzejQANVY8VrOOv7vA,Burn (Sub Zero Project Remix),DJ Isaac,58,0.612,0.966,9,-1.396,0.109,0.00139,0.0097,0.353,0.153,149.99200000000002,4,Electronic/Dance
4628,5XlvOh5YbJMp7CU3NoksNf,Leaving,Illenium,68,0.281,0.639,11,-3.452,0.0381,0.0359,1.7e-05,0.951,0.182,140.776,4,Electronic/Dance
4629,2nIDPOUOprhe14XoCK6gxw,Million Voices,Otto Knows,52,0.679,0.732,3,-7.0889999999999995,0.0526,0.00533,0.11699999999999999,0.08800000000000001,0.26899999999999996,125.98100000000001,4,Electronic/Dance
4630,02G6J5sw75eeqE707hri6a,Piccolo,2Sher,40,0.7659999999999999,0.882,7,-6.311,0.0537,0.0126,0.7170000000000001,0.754,0.258,123.98700000000001,4,Electronic/Dance
4631,5J8MYIQP2xH4PZqAaZ70DM,The Human Bond,Kevin Saunderson,46,0.718,0.9520000000000001,1,-6.212999999999999,0.0593,0.0571,0.882,0.0708,0.887,125.008,4,Electronic/Dance
4632,12mGwph2YzDIlChtq3EdXP,Alone,Marshmello,80,0.636,0.953,2,-3.74,0.0353,0.0244,0.0164,0.10800000000000001,0.397,142.011,4,Electronic/Dance
4633,7GAOQ8MtrE35VOIwf49l3k,Adrian,The Mary Nixons,60,0.695,0.8690000000000001,3,-3.844,0.0637,0.0439,9.9e-05,0.16699999999999998,0.314,112.949,4,Electronic/Dance
4634,2mRA7Zf6qjjzCnRMBF0qGw,Sniper,Coone,54,0.46299999999999997,0.958,6,-4.331,0.0678,0.0127,2e-06,0.0707,0.373,74.98,4,Electronic/Dance
4635,5RyFj3DQSdT5ts8LbQIuwW,Antidote,D-Block & S-te-Fan,50,0.462,0.857,0,-3.523,0.0342,0.0262,0.278,0.125,0.0674,149.998,4,Electronic/Dance
4636,2b3jiwoSPwmwYFgTDA0N1a,Bring the House Down - Vogue Remix,Victor Ruiz,15,0.769,0.894,6,-8.149,0.0466,0.000321,0.5539999999999999,0.0961,0.634,127.006,4,Electronic/Dance
4637,5V8ALjF3LJwNAfxGJ0MJMZ,Fulani (Pablo Fierro Remix),Black Coffee,20,0.687,0.7040000000000001,10,-11.993,0.0377,0.0144,0.7609999999999999,0.307,0.174,122.02,4,Electronic/Dance
4638,7zVtu5K61OivymXHENlZqb,See Me Now (Da Tweekaz Remix) - Radio Version,Mark With a K,53,0.512,0.892,3,-3.489,0.0324,0.0032600000000000003,0.0,0.195,0.419,149.982,4,Electronic/Dance
