category,songid,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Pop,6Gds0xbRf66IPJ3Qo0pmPL,55,0.573,0.49700000000000005,11,-5.504,0.442,0.547,0.0,0.0912,0.7340000000000001,123.76299999999999,4
Pop,28yT0sZlkqStSByo1j58J4,64,0.9359999999999999,0.76,1,-7.872999999999999,0.282,0.00391,3e-06,0.0394,0.6559999999999999,128.47899999999998,4
Pop,2mKouqwAIdQnMP43zxR89r,72,0.835,0.7070000000000001,8,-5.074,0.0598,0.0219,2.2e-05,0.10800000000000001,0.92,93.955,4
Pop,191HHrs8Bwa8VZ4IJ2iG67,23,0.43799999999999994,0.653,9,-7.2,0.36,0.7,0.0,0.9440000000000001,0.317,108.36,1
Pop,7iDa6hUg2VgEL1o1HjmfBn,87,0.643,0.7829999999999999,10,-6.457999999999999,0.0856,0.047,0.0,0.083,0.5660000000000001,154.084,4
Pop,7AaZ4n1NQEgmV8rqEl12Fh,47,0.48,0.835,4,-2.121,0.042,0.017,0.0,0.37200000000000005,0.5379999999999999,145.546,4
Pop,3WimH2U1PohKGB3D4yXq9t,1,0.445,0.57,9,-5.96,0.0321,0.529,0.0,0.373,0.6859999999999999,109.24600000000001,4
Pop,1abEKUjJOpSYhwggMfbIWA,53,0.529,0.569,7,-6.711,0.335,0.191,0.0,0.0923,0.635,84.42299999999999,4
Pop,6RPb92J2rlqC1DK7BWIgpF,37,0.563,0.311,0,-9.18,0.0317,0.767,1e-06,0.11,0.205,132.19899999999998,4
Pop,2Pwm2YtneLSWi7vyUpT5fs,47,0.583,0.667,3,-7.351,0.028999999999999998,0.27,3.6e-05,0.16699999999999998,0.515,140.028,4
Pop,4esmMZzUcSw6cgd8WbSOgi,65,0.509,0.257,6,-13.962,0.10800000000000001,0.733,0.0,0.312,0.56,187.36599999999999,4
Pop,1XQSc4ygi9ywfer8aiCn4I,8,0.588,0.6809999999999999,0,-5.7860000000000005,0.0427,0.0311,7.000000000000001e-06,0.434,0.499,104.899,4
Pop,3HW030T8eqPs8wpsgZqCGM,52,0.843,0.433,0,-8.139,0.0676,0.0114,8e-06,0.12300000000000001,0.158,106.02799999999999,4
Pop,5mayqRLrBYxucQ5fXgZ2eY,38,0.7490000000000001,0.38299999999999995,8,-8.466000000000001,0.031,0.284,0.29600000000000004,0.27899999999999997,0.45,97.243,4
Pop,2ZYVlxenokw8vF5Mnf4B7K,68,0.307,0.507,9,-8.666,0.0448,0.258,0.0,0.0989,0.28,82.35600000000001,4
Pop,3OcQ2n0iu7SuyM7SphLKVy,53,0.6409999999999999,0.8009999999999999,2,-6.111000000000001,0.0481,0.213,0.0,0.0984,0.685,129.24200000000002,3
Pop,005lwxGU1tms6HGELIcUv9,66,0.6990000000000001,0.76,5,-3.173,0.0677,0.00223,0.0,0.132,0.711,129.996,4
Pop,7Gzo2I7jLQyvhGTZrkFAhM,44,0.603,0.826,2,-4.167,0.0776,0.6409999999999999,0.0,0.794,0.715,130.091,4
Pop,2gPJ00vC3WKoAja0rNk0F1,70,0.603,0.332,11,-8.261000000000001,0.0412,0.792,0.0,0.128,0.499,173.9,4
Pop,7DVKi33vfwcakr5PHJbaUv,56,0.654,0.285,1,-8.019,0.0387,0.71,0.0,0.172,0.129,147.855,4
Pop,78hpyJZ2DdOTwv7eivWWO5,68,0.601,0.6809999999999999,9,-5.171,0.324,0.58,0.0,0.0934,0.569,98.07799999999999,4
Pop,3hYvGiw2Q8QE2YWdIJLBz0,0,0.536,0.5820000000000001,3,-5.452000000000001,0.0433,0.0241,0.0,0.18100000000000002,0.253,82.14200000000001,4
Pop,2Ok9PIQhVkKAaPTMbM4EvS,61,0.33299999999999996,0.349,3,-8.062000000000001,0.0398,0.8740000000000001,0.0,0.14400000000000002,0.418,208.787,4
Pop,0btP3qCxkLYfNPtYrd8e2r,25,0.474,0.38,5,-10.882,0.43,0.43799999999999994,6.6e-05,0.0936,0.613,65.125,5
Pop,47ltkdjKBMHelkhJavYLQ4,26,0.5920000000000001,0.637,11,-8.48,0.0992,0.562,0.0,0.13,0.563,159.701,4
Pop,7CMfLvTBxPE38oGk2FRmsu,21,0.759,0.738,9,-5.255,0.051,0.0435,8.9e-05,0.23,0.775,120.038,4
Pop,4HzxLyKw2BQNTecTuxsPEA,29,0.5720000000000001,0.8109999999999999,3,-4.156000000000001,0.0316,0.00625,0.00419,0.161,0.9359999999999999,131.947,4
Pop,5D4ZTN3KIkgjvWGK1RAkI5,55,0.726,0.47200000000000003,9,-8.354,0.0299,0.8220000000000001,0.00848,0.114,0.26899999999999996,140.064,4
Pop,5fuGP7Dze9tkadS9WoPbar,53,0.836,0.644,1,-8.11,0.0522,0.0235,0.19399999999999998,0.297,0.6609999999999999,99.721,4
Pop,23nv9GP4iBcQsCyN1bj2nF,56,0.831,0.8440000000000001,1,-4.5889999999999995,0.0585,0.217,0.0,0.115,0.772,112.04799999999999,4
Pop,6hGysJfPg591z5fqvTYL8O,55,0.5920000000000001,0.857,6,-6.817,0.0315,0.0512,3e-06,0.33399999999999996,0.505,107.09200000000001,4
Pop,4gbVRS8gloEluzf0GzDOFc,72,0.745,0.7140000000000001,1,-5.501,0.0302,0.0183,0.0,0.0636,0.847,120.025,4
Pop,46RVKt5Edm1zl0rXhPJZxz,74,0.746,0.79,11,-4.7,0.0257,0.0485,0.0261,0.0534,0.903,107.23100000000001,4
Pop,5DQI5X0FIdUqOBgKkxwgGD,54,0.486,0.22399999999999998,0,-7.272,0.0543,0.9129999999999999,0.0,0.13,0.424,87.835,4
Pop,3VYS06NhdCAcbTiNWaNUN2,6,0.762,0.602,11,-7.194,0.062,0.273,0.000701,0.205,0.759,121.03299999999999,4
Pop,4E5P1XyAFtrjpiIxkydly4,69,0.706,0.7509999999999999,9,-6.3229999999999995,0.0708,0.17300000000000001,0.0,0.168,0.18899999999999997,91.031,4
Pop,6St9lR6dhV2tpCNVz7qfrS,69,0.762,0.748,0,-4.15,0.033,0.0266,0.0,0.348,0.8370000000000001,110.009,4
Pop,6gttjO6hxvBiPI9YcQtG4g,53,0.904,0.586,2,-6.04,0.136,0.145,0.0,0.0653,0.763,104.964,4
Pop,3ns1aLvRtVsf3Q8rd0K3Ko,15,0.599,0.711,0,-5.638999999999999,0.0726,0.5379999999999999,0.0,0.257,0.504,100.09299999999999,4
Pop,7pAq1IXYZpL42HchCminu6,58,0.6629999999999999,0.778,5,-6.027,0.0274,0.00993,7.6e-05,0.244,0.617,110.977,4
Pop,3zoYkqS4y2BsGVShPL2nTE,91,0.527,0.907,4,-3.09,0.11,0.154,0.0,0.0993,0.664,93.81299999999999,4
Pop,77VLYTyrdlHEWcjhjQoXlz,18,0.727,0.598,8,-8.425,0.0515,0.0661,1.1e-05,0.0975,0.6829999999999999,97.037,4
Pop,3KhgqRMwfWSI9J41k7pbvD,68,0.6659999999999999,0.355,2,-9.305,0.0373,0.847,0.0,0.122,0.6729999999999999,89.964,4
Pop,38bDGWuyYdSdNfrFfbCiVS,64,0.711,0.9670000000000001,7,-5.204,0.0474,0.0849,0.0,0.245,0.893,145.024,4
Pop,1jzfEz82pQL6I6S3QnkKET,31,0.52,0.6920000000000001,7,-7.3389999999999995,0.0304,0.00864,0.00301,0.105,0.252,112.68299999999999,4
Pop,30LDuVfrePWbedYTc1mUCn,74,0.528,0.29100000000000004,10,-9.696,0.0401,0.914,0.0,0.121,0.368,76.805,4
Pop,1qCuOj9vIku6yHw2m3maPf,31,0.563,0.654,11,-6.0520000000000005,0.0357,0.233,0.00017900000000000001,0.10800000000000001,0.75,96.044,4
Pop,2jYmK1cb3Uya6FFsocdpzO,82,0.669,0.561,11,-4.923,0.209,0.157,0.0,0.0739,0.615,180.044,4
Pop,4Nm6FpJtsl2FezklXJ000Q,19,0.145,0.6629999999999999,11,-7.015,0.040999999999999995,0.073,0.175,0.179,0.239,66.723,4
Pop,3LBA9dgVm5T4O3ziN5mkQ9,30,0.823,0.812,0,-3.05,0.0491,0.157,0.0,0.36200000000000004,0.7040000000000001,114.0,4
Pop,09YA1Ma4NhmKCu9VHdQMcU,57,0.69,0.7709999999999999,9,-6.529,0.0321,0.0341,0.0,0.107,0.687,124.016,4
Pop,6Vw7b0lfswrfEXf5y9jSFa,5,0.597,0.862,11,-5.1739999999999995,0.0441,0.00221,1.7e-05,0.0431,0.532,104.97399999999999,4
Pop,2jJulR1CTEuHsXpS6bGDou,54,0.782,0.544,4,-5.4479999999999995,0.0306,0.212,0.106,0.179,0.763,90.56200000000001,4
Pop,3FNY26zMg3Zfe5Cbyu45uu,79,0.737,0.7340000000000001,7,-4.71,0.156,0.39899999999999997,0.0,0.32299999999999995,0.324,91.999,4
Pop,7ceisg9MpCeJoLaoPfyu0V,41,0.9009999999999999,0.645,1,-4.987,0.0589,0.13,8e-06,0.0969,0.535,108.04,4
Pop,6t1FIJlZWTQfIZhsGjaulM,63,0.698,0.636,1,-13.689,0.0852,0.113,0.0119,0.218,0.311,131.033,4
Pop,34EKpO7OewphNNdg0rBd5x,36,0.941,0.693,2,-4.523,0.11199999999999999,0.0384,0.00013700000000000002,0.12,0.289,116.022,4
Pop,2R0Z1JwgoCsBeoWErbAHgs,69,0.5870000000000001,0.36,9,-7.711,0.0366,0.586,0.0,0.11699999999999999,0.41600000000000004,137.921,4
Pop,1aWH7wQkc6kPA0g0R4Xvp3,52,0.861,0.7559999999999999,5,-3.1460000000000004,0.0554,0.10800000000000001,3e-06,0.0996,0.892,124.96600000000001,4
Pop,19TkHF0HPSjDtCIFJzE6qF,64,0.512,0.098,9,-16.191,0.0354,0.873,0.0,0.162,0.612,175.507,3
Pop,3lPtqlfDC01vQg8ceLfYRi,0,0.6459999999999999,0.209,8,-10.725999999999999,0.0463,0.892,4e-06,0.10300000000000001,0.59,84.89399999999999,4
Pop,4Dm32oO01YpIubCHaAtKkN,66,0.526,0.882,9,-4.006,0.0509,0.0014,0.0,0.14400000000000002,0.41200000000000003,144.982,4
Pop,6ukvsBzq4d1vBsAUmz7ZVt,65,0.7170000000000001,0.621,11,-7.587999999999999,0.0605,0.00403,0.0,0.14400000000000002,0.721,133.014,4
Pop,0OWj95V3iMphiWBcU2XMxh,68,0.621,0.602,9,-7.39,0.138,0.0616,0.0,0.113,0.642,92.016,4
Pop,6i09oKaV93wnEE5ighvD1E,66,0.539,0.531,5,-7.928,0.18899999999999997,0.337,0.0,0.0819,0.387,177.953,4
Pop,3JbqwFY5q0ORO3siv5zL3A,65,0.6409999999999999,0.721,11,-6.787999999999999,0.0451,0.413,7.000000000000001e-06,0.24600000000000002,0.747,67.055,4
Pop,5hWdgGVcfTeLPAiHM6EZG9,58,0.7140000000000001,0.953,1,-8.354,0.0543,0.00234,0.376,0.0245,0.884,121.65299999999999,4
Pop,3gv4AhWWneEu2oh1Egz652,52,0.6890000000000001,0.8440000000000001,10,-5.519,0.0348,0.0963,0.00852,0.0621,0.772,129.97299999999998,4
Pop,6YVpU5vVxezJCYeQUxIkRT,89,0.795,0.611,5,-5.224,0.0711,0.0793,3e-06,0.0853,0.40399999999999997,110.016,4
Pop,1akKe1QnDbPxsAwKm4T5RX,67,0.441,0.225,10,-11.081,0.0294,0.785,0.000252,0.107,0.16399999999999998,85.679,4
Pop,4tIbSGN5xmmnpv9hBPqUDl,0,0.726,0.7509999999999999,1,-6.757999999999999,0.174,0.154,0.0,0.11699999999999999,0.8590000000000001,127.03399999999999,4
Pop,637yH6Qs3wXdgjPjO7QGdr,19,0.741,0.706,0,-6.763,0.13699999999999998,0.25,0.0,0.0648,0.5820000000000001,82.03200000000001,4
Pop,1nMYtxDrONcoGnKRvxTwPv,76,0.716,0.812,7,-5.233,0.344,0.31,0.0,0.551,0.364,133.047,4
Pop,6y6jbcPG4Yn3Du4moXaenr,83,0.63,0.5,1,-8.755,0.0611,0.611,4e-05,0.114,0.321,144.871,4
Pop,1TfqLAPs4K3s2rJMoCokcS,82,0.6920000000000001,0.711,0,-7.497999999999999,0.0317,0.22699999999999998,0.0,0.12,0.866,125.135,4
Pop,61ehOd7NByNLD1C5AcQhEb,58,0.8859999999999999,0.474,1,-8.045,0.27399999999999997,0.0216,0.0,0.08800000000000001,0.823,150.06799999999998,4
Pop,0Of5so0SmxQprfv96NkXhb,58,0.573,0.7859999999999999,7,-4.354,0.0353,0.0625,0.21100000000000002,0.11699999999999999,0.628,110.289,4
Pop,1wjzFQodRWrPcQ0AnYnvQ9,96,0.752,0.505,9,-7.621,0.253,0.535,3e-06,0.10400000000000001,0.40700000000000003,91.97,4
Pop,6dVa7xk5dOoT6pOkDw1TMH,77,0.493,0.636,10,-5.894,0.049,0.341,0.0,0.201,0.22,120.13600000000001,4
Pop,3SFXsFpeGmBTtQvKiwYMDA,68,0.722,0.9009999999999999,11,-3.66,0.105,0.11199999999999999,0.0,0.0674,0.9620000000000001,143.401,4
Pop,5KONnBIQ9LqCxyeSPin26k,73,0.635,0.691,0,-4.862,0.258,0.555,0.0,0.09699999999999999,0.63,82.14200000000001,4
Pop,406ZdY9JkmSy7kOGuVflrL,8,0.342,0.7759999999999999,2,-4.322,0.0887,0.0008759999999999999,0.000362,0.37,0.225,78.061,4
Pop,301tFVSIKyy3U0y0Kfk67U,5,0.304,0.384,1,-13.727,0.0401,0.528,0.0685,0.0932,0.192,149.501,3
Pop,637kmONo6eMUOd10n9z4xb,54,0.627,0.8959999999999999,7,-3.9360000000000004,0.0817,0.0208,0.0,0.0486,0.45299999999999996,139.995,4
Pop,7E9QA6hL8Ebk0yHXeV1UIB,60,0.6409999999999999,0.264,6,-6.97,0.0364,0.9229999999999999,0.0,0.0983,0.35700000000000004,101.18,4
Pop,7DHIgW9qEMP6qkz5PytLM6,68,0.8059999999999999,0.264,7,-6.1610000000000005,0.0415,0.879,0.0,0.109,0.42200000000000004,117.92200000000001,4
Pop,3P6oKxLPu8AMIB6y1wF86y,60,0.569,0.55,1,-4.159,0.0384,0.8420000000000001,0.0,0.113,0.574,88.978,4
Pop,4iiIHK46Csj8W7dDEviJf5,9,0.68,0.816,0,-8.896,0.0506,0.0348,0.0,0.0907,0.9109999999999999,107.874,4
Pop,5POcQCBI2uqf3a2179ch57,49,0.831,0.675,1,-6.477,0.121,0.115,0.0,0.221,0.86,124.988,4
Pop,7xd7sZl16g4QoweHZuEfkm,20,0.8320000000000001,0.65,1,-9.416,0.126,0.273,1.6e-05,0.14400000000000002,0.812,121.027,4
Pop,1ZyMdpNyiw4VYsbmHFgzEp,66,0.46399999999999997,0.41200000000000003,1,-8.342,0.032,0.721,0.0,0.0393,0.113,132.259,3
Pop,6vGVf8K3ri7VfkCj6PtZRy,64,0.49700000000000005,0.6,8,-7.6770000000000005,0.0721,0.504,0.0,0.265,0.446,134.993,4
Pop,62bOmKYxYg7dhrC6gH9vFn,71,0.61,0.9259999999999999,8,-4.843,0.0479,0.031,0.0012,0.0821,0.879,172.638,4
Pop,6eUncuJutsFi9BGO1JaBHh,88,0.897,0.634,4,-6.263999999999999,0.161,0.00413,0.0,0.0686,0.506,112.04799999999999,4
Pop,2CEgGE6aESpnmtfiZwYlbV,73,0.7509999999999999,0.7829999999999999,4,-3.7239999999999998,0.0859,0.00379,0.0,0.036000000000000004,0.815,119.975,4
Pop,4Tg91m9UwW6e58lldxkurB,25,0.608,0.871,3,-3.89,0.0988,0.47200000000000003,0.0,0.0916,0.583,126.61399999999999,4
Pop,5qE1ACdGvMzh9ZHxYLz8gX,28,0.687,0.825,5,-7.496,0.0515,0.636,0.004079999999999999,0.14400000000000002,0.97,164.232,4
Pop,6rjTUYhDnwmMMk1Vbur67C,42,0.531,0.605,0,-6.808,0.191,0.284,3e-06,0.106,0.444,87.971,4
Pop,6uO486kAmkKPigoakov4Us,63,0.762,0.7140000000000001,9,-5.352,0.275,0.138,0.0,0.0604,0.823,100.001,4
Pop,0Fo8AtokgPbjiTdUe99x3g,39,0.8640000000000001,0.723,4,-5.586,0.0452,0.32899999999999996,9e-06,0.0707,0.963,112.995,4
Pop,0EqsxBUk1Wl4WsPxaiQajN,27,0.8590000000000001,0.43700000000000006,5,-8.927999999999999,0.0553,0.091,0.000637,0.105,0.473,98.059,4
Pop,7dzUZec5MnWMyQnk5klnKR,56,0.6779999999999999,0.847,0,-5.825,0.0519,0.0219,0.0329,0.373,0.6,122.287,4
Pop,3uYH99gz6GynHDJkFCqtLO,43,0.256,0.13699999999999998,11,-10.338,0.038,0.868,0.0,0.19,0.141,70.692,4
Pop,07AjyDeE85pDr4Dj8BzgWB,51,0.586,0.782,11,-10.052,0.235,0.0142,0.0010199999999999999,0.0673,0.75,80.753,4
Pop,2dLLR6qlu5UJ5gk0dKz0h3,74,0.616,0.43200000000000005,7,-9.546,0.133,0.106,0.0,0.132,0.313,84.77799999999999,4
Pop,5l7gQEyycQWk10yVfXspVK,69,0.43799999999999994,0.44799999999999995,1,-7.676,0.0666,0.706,0.0,0.159,0.36200000000000004,118.37,5
Pop,19fm0eNKTeg1JbHCHwPhLe,54,0.738,0.861,11,-5.916,0.0324,0.0369,0.0,0.0942,0.7559999999999999,104.027,4
Pop,5Q0Nhxo0l2bP3pNjpGJwV1,76,0.45399999999999996,0.708,10,-4.526,0.0675,0.00124,0.000181,0.0679,0.475,192.18,4
Pop,3IhqzdVtFVS3xiyZuNAgMD,56,0.5770000000000001,0.473,6,-7.3,0.0383,0.237,9.7e-05,0.0838,0.18899999999999997,78.411,4
Pop,7Aw2zBxuyMrrPuxugAcZwr,47,0.777,0.47600000000000003,1,-7.652,0.0561,0.132,0.0,0.322,0.332,108.071,4
Pop,5oWSIIJyMb0xAtAUcGJmy1,70,0.623,0.797,8,-4.887,0.264,0.0386,0.000268,0.133,0.365,164.00599999999997,4
Pop,2VNJ97oCAOYbATSH8fLkjg,0,0.779,0.474,8,-6.851,0.287,0.14300000000000002,5e-05,0.10800000000000001,0.562,77.977,4
Pop,5dhsuaGYQpEhXsOQsbLL7s,49,0.584,0.65,1,-6.202000000000001,0.35700000000000004,0.215,0.0,0.0776,0.685,96.726,4
Pop,2VHn7YBnN9UP39I57N3VYI,10,0.74,0.644,9,-5.921,0.185,0.35200000000000004,0.0,0.23600000000000002,0.626,95.833,4
Pop,3XCsPabNmCPAGBVU69DJDy,51,0.621,0.833,3,-4.723,0.0288,0.0319,0.0,0.0719,0.759,107.009,4
Pop,4YutJsNwBBInE8vemufpQ8,62,0.46799999999999997,0.19699999999999998,4,-11.727,0.033,0.6579999999999999,0.0,0.109,0.249,144.21200000000002,3
Pop,4kflIGfjdZJW4ot2ioixTB,79,0.5589999999999999,0.33,9,-8.251,0.0285,0.892,0.0,0.0975,0.28,135.109,4
Pop,68bjO39GD3JEEL3qAu0bGC,38,0.604,0.512,7,-5.045,0.0868,0.433,0.0,0.337,0.698,78.53,4
Pop,3f43BOTK3oc7ghMwW16lRf,30,0.56,0.903,2,-5.419,0.0883,0.6,0.007240000000000001,0.223,0.701,104.569,4
Pop,74opx2zfSeejOHa7BMlivD,1,0.517,0.9690000000000001,0,-7.7860000000000005,0.0522,0.0869,2.8000000000000003e-05,0.0829,0.426,97.944,4
Pop,2H68hrTywSrLZjHH3kQ9wR,45,0.8170000000000001,0.884,9,-4.677,0.121,0.0842,0.0129,0.41100000000000003,0.889,145.02700000000002,4
Pop,7y9iMe8SOB6z3NoHE2OfXl,83,0.675,0.736,0,-3.6039999999999996,0.0302,0.06,0.0,0.0879,0.584,118.369,4
Pop,1T5YN3coSTm6uTfCC2WXVo,54,0.605,0.736,0,-4.363,0.0751,0.379,0.0,0.0549,0.648,96.007,4
Pop,0QSpX88FigdeGYsrAQZj9C,69,0.6579999999999999,0.336,3,-8.935,0.0624,0.7509999999999999,0.0,0.11,0.493,91.676,4
Pop,5gW8pmQV69okQ3cNz0RSKg,42,0.762,0.862,0,-7.457999999999999,0.0337,0.42,0.0375,0.18,0.924,128.18200000000002,4
Pop,7EVoAcw7ORzBLwwBYD0QOI,55,0.721,0.519,1,-6.557,0.24100000000000002,0.287,0.0184,0.23399999999999999,0.35200000000000004,104.902,4
Pop,4B1rpPmQXwj78wk6aIGwwU,80,0.386,0.40700000000000003,6,-7.095,0.0268,0.23399999999999999,2e-06,0.0999,0.46299999999999997,69.387,4
Pop,75ZvA4QfFiZvzhj2xkaWAh,82,0.573,0.5429999999999999,8,-5.357,0.0398,0.0777,0.0,0.19899999999999998,0.299,143.916,4
Pop,5XT80AVcRJ4ugPdxmS8yUb,13,0.5539999999999999,0.226,3,-11.323,0.0281,0.8909999999999999,0.0321,0.107,0.233,104.005,4
Pop,4aSfgWmRa9KsISD4Jmx7QB,75,0.736,0.449,10,-7.956,0.0633,0.506,6.6e-05,0.11699999999999999,0.48700000000000004,147.971,4
Pop,0TtDAc8rXQPjkj1HLK5va6,53,0.664,0.843,2,-3.6430000000000002,0.0616,0.0551,0.0,0.402,0.376,139.996,4
Pop,3rvEwBi1mFFHqCnkrGmnWp,33,0.6829999999999999,0.5379999999999999,4,-8.503,0.0599,0.138,1e-06,0.303,0.445,110.0,4
Pop,62OysHvn5WVH5acFHBLsEX,41,0.46299999999999997,0.57,4,-6.5729999999999995,0.0864,0.45899999999999996,0.0,0.091,0.625,62.411,4
Pop,0rAcoSDa1hHaD8GyFCiZAM,64,0.556,0.312,7,-9.318999999999999,0.0263,0.895,2e-06,0.094,0.335,82.066,4
Pop,5ukF3HS95tWV0eoSX5qAdt,73,0.6759999999999999,0.391,2,-6.601,0.0322,0.39299999999999996,0.0,0.115,0.521,124.992,3
Pop,0ofbQMrRDsUaVKq2mGLEAb,99,0.768,0.517,7,-4.323,0.0312,0.18600000000000003,3.8e-05,0.10400000000000001,0.408,104.992,4
Pop,5DnDWdt25emVC9CLUi3Iku,55,0.47100000000000003,0.7120000000000001,0,-5.655,0.166,0.585,0.0,0.063,0.289,104.14,4
Pop,6a8qVDg2xbPrd1ayVYaZli,59,0.574,0.255,4,-10.247,0.0307,0.778,0.0,0.0889,0.3,139.906,4
Pop,4oaj36KzXRgDg4McgcTsZK,57,0.927,0.721,8,-12.561,0.0908,0.42200000000000004,4.4e-05,0.0422,0.966,103.01799999999999,4
Pop,0EMmVUYs9ZZRHtlADB88uz,71,0.45,0.6579999999999999,2,-7.064,0.0472,0.648,3e-06,0.264,0.787,106.79899999999999,4
Pop,4247FwxHfmtIJgILhAKjaa,42,0.513,0.5589999999999999,2,-7.103,0.0293,0.00866,0.0,0.11,0.544,135.94299999999998,4
Pop,0xiOxkgv2Re8jeIC1iy4Pf,69,0.71,0.863,6,-3.571,0.0483,0.0482,3.5e-05,0.0886,0.276,110.065,4
Pop,6KUb3CdxJukHihlPiDWw8V,27,0.612,0.9540000000000001,8,-5.728,0.044000000000000004,0.00359,0.862,0.0896,0.765,104.115,4
Pop,5P5cGNzqh6A353N3ShDK6Y,70,0.6970000000000001,0.9209999999999999,0,-3.75,0.0391,0.00305,3.6e-05,0.0831,0.72,118.99,4
Pop,2cJS4uSqiNCeH4CgOt9LNA,61,0.597,0.425,2,-5.513,0.0295,0.581,0.0,0.1,0.292,119.99799999999999,4
Pop,6aDyiU2cVrqh33UEnEo3WA,64,0.262,0.163,7,-15.949000000000002,0.0432,0.946,0.0948,0.10300000000000001,0.0398,76.501,4
Pop,2y4lAQpi5VTNLu2ldeTdUH,80,0.613,0.622,1,-5.794,0.0334,0.00882,0.0,0.37,0.47200000000000003,80.003,4
Pop,7xoUc6faLbCqZO6fQEYprd,76,0.628,0.593,8,-5.0360000000000005,0.0323,0.09300000000000001,2e-06,0.096,0.0933,125.02600000000001,4
Pop,4w1F91VSTLKwk7H0QzsXgr,27,0.715,0.728,1,-5.01,0.233,0.5770000000000001,0.0,0.0689,0.774,105.679,4
Pop,39dKOThvgcl7udLCvq0nvy,40,0.725,0.84,9,-5.285,0.0372,0.0858,1.8e-05,0.055,0.6859999999999999,128.743,4
Pop,6RJ4x0nkKtUPNC5mOfiJYT,31,0.564,0.846,4,-5.897,0.0437,0.00692,0.00175,0.0452,0.695,122.035,4
Pop,1nTgtGpUoKpA97ZbgZPiZR,58,0.49200000000000005,0.841,0,-9.181000000000001,0.0904,0.7290000000000001,0.00027,0.10099999999999999,0.312,177.86900000000003,4
Pop,7eGNiGg6SE27VkSrpZMVTD,24,0.474,0.779,9,-3.655,0.0604,0.0985,0.000106,0.6579999999999999,0.233,136.23,4
Pop,1A5V1sxyCLpKJezp75tUXn,61,0.484,0.841,7,-5.438,0.0291,0.0196,2e-06,0.14800000000000002,0.28600000000000003,92.124,4
Pop,1hIupFeRu3nmMcjbjxPnMc,68,0.527,0.8340000000000001,1,-5.531000000000001,0.0447,0.00107,0.000102,0.0993,0.44299999999999995,110.065,4
Pop,1D1nixOVWOxvNfWi0UD7VX,77,0.706,0.8009999999999999,5,-6.332999999999999,0.0399,0.00577,0.0,0.0822,0.633,100.01299999999999,4
Pop,1KalIfAR9lEpLWZZFdEfW4,33,0.536,0.0403,7,-13.507,0.0462,0.89,0.0,0.127,0.496,175.734,4
Pop,4DvhkX2ic4zWkQeWMwQ2qf,71,0.35200000000000004,0.843,7,-7.983,0.48200000000000004,0.007379999999999999,0.0,0.0883,0.716,165.29,5
Pop,5AMvBCtX2rspUdoeJ9IsPN,59,0.861,0.597,10,-7.221,0.162,0.0983,0.0,0.17600000000000002,0.685,107.016,4
Pop,4OdhffpvG3HxDJMxYOKh97,57,0.507,0.642,2,-12.923,0.0323,0.00299,0.606,0.141,0.633,146.154,4
Pop,2M8PGes31AzZ0XxGp2sBEW,31,0.619,0.48700000000000004,7,-6.815,0.0469,0.512,0.0,0.151,0.509,97.015,4
Pop,4pJ8DddbaOeUhfvk9eSmsG,4,0.602,0.818,0,-6.3229999999999995,0.0795,0.0541,0.0,0.311,0.7170000000000001,142.87,4
Pop,11MHzxtHWJ4sM5uVuFALEP,4,0.312,0.765,4,-8.222999999999999,0.0377,0.132,0.00176,0.0741,0.15,99.85700000000001,4
Pop,1tj7f8nFYCwKNrhVRKjXQT,55,0.426,0.28300000000000003,6,-8.824,0.0742,0.626,0.00399,0.14800000000000002,0.298,87.15700000000001,1
Pop,1nbMkRhfldXcmCyB83x8lK,21,0.42,0.955,6,-3.92,0.17800000000000002,0.0058200000000000005,0.0005110000000000001,0.0931,0.531,169.209,4
Pop,1Lrlf5TNDdhMMSfetFW6Gs,53,0.461,0.627,0,-7.716,0.0295,0.011000000000000001,0.00981,0.259,0.391,172.02200000000002,4
Pop,4nGW06TRJOIrVRfjnuK4se,66,0.831,0.532,8,-7.273,0.0507,0.12,0.0,0.0905,0.804,108.59299999999999,4
Pop,07zkNvtcmPOFlMOXbma13k,13,0.736,0.838,0,-6.932,0.0725,0.0154,0.0608,0.0454,0.794,121.242,4
Pop,5bvB7KI7TM2qnPssTXUG4K,49,0.607,0.451,4,-7.11,0.0296,0.33299999999999996,0.0195,0.11800000000000001,0.175,81.94,4
Pop,5cDKDGN7ZfAVxacfpLh2dL,22,0.672,0.871,10,-3.4419999999999997,0.35600000000000004,0.122,2e-06,0.0947,0.397,111.87200000000001,4
Pop,1UMJ5XcJPmH6ZbIRsCLY5F,47,0.609,0.37799999999999995,7,-9.584,0.031,0.59,0.0,0.083,0.384,74.535,4
Pop,1zDktFfxMn3EsbnJORe8pX,47,0.7609999999999999,0.69,11,-5.56,0.11,0.0225,0.0,0.34,0.746,114.98700000000001,4
Pop,3pU3mRumn5rWii1rKNu1eV,64,0.674,0.882,3,-2.7710000000000004,0.0477,0.00044100000000000004,6.500000000000001e-05,0.068,0.664,123.016,4
Pop,77TT8Xvx637TpzV8kKGkUw,72,0.599,0.8029999999999999,0,-3.641,0.0986,0.069,0.13699999999999998,0.129,0.254,126.057,4
